Address,COUNTA of Address,ADM3_EN,ADM2_EN,ADM1_EN
"QUATER,KOTOWALI,CUMIL LA",1,Kotwali,Chittagong,Chittagong
"R NO-1,G-37,CDA R/A, CORNELHAT,CTG",1,Unknown,Unknown,Unknown
"RADHAKANTAPUR, MEHERPUR",1,Unknown,Unknown,Unknown
"RADHAPUR,LAXMIPUR",1,Unknown,Unknown,Unknown
"RAFIKPUR,BEGUMGONJ,NO AKHALI",1,Begumganj,Noakhali,Chittagong
"RAGHAI,HOBIGONJ",1,Bagha,Rajshahi,Rajshahi
"RAGHURAMPUR, SHAHRASTI, CHANDPUR",1,Shahrasti,Chandpur,Chittagong
"RAGOPH PUR,MIRSARAI,CTG.",1,Mirsharai,Chittagong,Chittagong
"RAGUNATHPUR,FENI",1,Feni Sadar,Feni,Chittagong
RAHATTARPOOL K.B.AMAN ALI ROAD CHANDGAON CTG,1,Chandgaon,Chittagong,Chittagong
RAHATTARPUL CTG,1,Unknown,Unknown,Unknown
"RAHATTARPUL, BAKOLIA, CTG",1,Bakalia,Chittagong,Chittagong
"RAHATTARPUL,CHANDGAO ,CTG",1,Chandgaon,Chittagong,Chittagong
"RAHIMPUR,HATHAZARI,CTG",1,Hathazari,Chittagong,Chittagong
"RAHIMPUR,MURADNAGAR, CUMILLA",1,Muradnagar,Comilla,Chittagong
"RAHIMPUR,MURADNAGAR, CUMILLA,",1,Muradnagar,Comilla,Chittagong
RAHIMPUR. FENI,1,Unknown,Unknown,Unknown
"RAHIMPUR.ISAPUR,HATHAZ ARI,CTG",1,Hathazari,Chittagong,Chittagong
"RAHMAN NAGAR, PANCHLISH, CTG",1,Jiban Nagar,Chuadanga,Khulna
"RAHMAN NAGAR,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"RAHMAN NAGAR,PANCHLISH,CTG.",1,Jiban Nagar,Chuadanga,Khulna
"RAHMANNAGAR,PUNCHLAI SH,CTG",1,Nagarpur,Tangail,Dhaka
"RAHMATERPARA,BANSHBA RIA,SITAKUNDA,CTG",1,Sitakunda,Chittagong,Chittagong
"RAHMATPUR, SANDWIP, CTG",1,Sandwip,Chittagong,Chittagong
"RAHMATPUR,SANDIP,CTG.",1,Sandwip,Chittagong,Chittagong
"RAHMATPUR,SITAKUND,CTG.",1,Sitakunda,Chittagong,Chittagong
"RAHMATPUR,TAKUI,B- PARA,CUMILLA",1,Brahman Para,Comilla,Chittagong
"RAHMOTGANJ, ANDARKILLHA",1,Bandar,Narayanganj,Dhaka
"RAHMOTPUR,SANDIP,CTG.",1,Sandwip,Chittagong,Chittagong
"RAICHOTA ,BANSHKHALI,CTG.",1,Banshkhali,Chittagong,Chittagong
RAIFUR LUXMIPUR,1,Mirpur,Dhaka,Dhaka
"RAILWAY H/S,AKBARSHAH,CTG",1,Unknown,Unknown,Unknown
"RAILWAY HOSPITAL COLONY,PAHARTOLI,CTG",1,Pahartali,Chittagong,Chittagong
"RAIPUR, KRUA,NOAKHALI",1,Unknown,Unknown,Unknown
"RAIPUR,LAXMIPUR",1,Unknown,Unknown,Unknown
RAIPUR. LUXMIPUR,1,Mirpur,Dhaka,Dhaka
"RAIPURA,ISLAMABAD,MOTL OB,CHANDPUR",1,Chandpur Sadar,Chandpur,Chittagong
"RAJABARI,B-PARA,CUMILLA",1,Unknown,Unknown,Unknown
"RAJACHARA,TECNAF,COX'S BAZAR",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"RAJAKHALI,BAKALIA,CTG",1,Bakalia,Chittagong,Chittagong
"RAJANAGAR,RANGUNIA,CTG",1,Rangunia,Chittagong,Chittagong
RAJAPUR JALAKHATI,1,Rajapur,Jhalokati,Barisal
RAJAPUR KACHUA CHANDPUR,1,Kachua,Chandpur,Chittagong
"RAJAPUR,JALAKHATI",1,Rajapur,Jhalokati,Barisal
"RAJAPUR,JHALAKHATI",1,Rajapur,Jhalokati,Barisal
"RAJARAMGOSH, LAXMIPUR",1,Unknown,Unknown,Unknown
"RAJARCHAR,MATANNARKA NDI,SHIBCHAR,MADARIPUR",1,Madaripur Sadar,Madaripur,Dhaka
"RAJARKATI,SADAR,PIROZP UR",1,Bagerhat Sadar,Bagerhat,Khulna
RAJASTALI RANGAMATI,1,Rajasthali,Rangamati,Chittagong
"RAJASTHALI, RANGAMATI.",1,Rajasthali,Rangamati,Chittagong
"RAJASTHALI,RANGAMATI",1,Rajasthali,Rangamati,Chittagong
"RAJGHAT,SIRAJGONJ,SYLH ET",1,Unknown,Unknown,Unknown
RAJIBPUR. LAXMIPUR.,1,Unknown,Unknown,Unknown
RAJJAN CTG,1,Unknown,Unknown,Unknown
"RAJOSTHOLI, RANGAMATI",1,Rajasthali,Rangamati,Chittagong
"RAJPASHA,VANDARIA,PIRO ZPUR",1,Bandar,Narayanganj,Dhaka
RAJSHAHI,1,Unknown,Unknown,Unknown
"RAJULLAHPUR,BEGUMGON J,NOAKHALI",1,Begumganj,Noakhali,Chittagong
"RAJUYAEGHONA,MOHESK HALI,COX'SBAZAR",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
RAKHAINANDI MAIZDI NOAKHALI,1,Unknown,Unknown,Unknown
"RAM MAZUMDER PARA,DOULAT KHA,NANGALKOT,CUMILLA",1,Nangalkot,Comilla,Chittagong
"RAMANANDAPUR, DAGONBHUIYAN, FENI",1,Feni Sadar,Feni,Chittagong
"RAMARPOL,MULADI,BARIS HAL",1,Muladi,Barisal,Barisal
"RAMCHANDRAPUR,HAZIGA NJ,CHANDPUR",1,Chandpur Sadar,Chandpur,Chittagong
"RAMCHANDRAPUR,JHALOK ATHI",1,Unknown,Unknown,Unknown
RAMDASDI  CHANDPUR,1,Chandpur Sadar,Chandpur,Chittagong
"RAMESHWAR, SADAR, NARAIL",1,Narail Sadar,Narail,Khulna
"RAMESSHARPUR,KABIRHA T,NOWAKHALI",1,Kabirhat,Noakhali,Chittagong
"RAMGANJ, LALMOHAN,VOLA",1,Lalmohan,Bhola,Barisal
"RAMGANJ,LUXMIPUR",1,Ramganj,Lakshmipur,Chittagong
"RAMGANJ,NOAKHALI",1,Noakhali Sadar (Sudharam),Noakhali,Chittagong
RAMGAR RANGAMATI,1,Rangamati Sadar,Rangamati,Chittagong
"RAMGAR,KHAGRACHARI",1,Khagrachhari Sadar,Khagrachhari,Chittagong
RAMGAR. KHANGRACHARI.,1,Ramgarh,Khagrachhari,Chittagong
"RAMGATI BAZAR,LAXMIPUR,",1,Unknown,Unknown,Unknown
"RAMGATI, LAKKIPUR",1,Ramgati,Lakshmipur,Chittagong
"RAMGATI, LAXMIPUR",1,Ramgati,Lakshmipur,Chittagong
"RAMGATI,LASKHMIPUR",1,Ramgati,Lakshmipur,Chittagong
"RAMGATI,NOAKHALI",1,Noakhali Sadar (Sudharam),Noakhali,Chittagong
"RAMGOR,KAMARHAT,RAM GONJ,LAXMIPUR",1,Unknown,Unknown,Unknown
RAMGOTI .  LUXMIPUR,1,Mirpur,Dhaka,Dhaka
"RAMGOTI LUX,MIPUR",1,Mirpur,Dhaka,Dhaka
RAMGOTI NOAKHALI,1,Noakhali Sadar (Sudharam),Noakhali,Chittagong
RAMGOTI. LAXMIPUR,1,Ramgati,Lakshmipur,Chittagong
"RAMGOTI.,LAKSHMIPUR",1,Ramgati,Lakshmipur,Chittagong
RAMKRISHNAPUR SADAR NOAKHALI,1,Noakhali Sadar (Sudharam),Noakhali,Chittagong
"RAMO,COX'S BAZAR",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"RAMPAUL,MUNSHIGONJ",1,Unknown,Unknown,Unknown
RAMPUR MAIZDI NOAKHALI,1,Unknown,Unknown,Unknown
"RAMPUR, COMPANYGANJ, NOAKHALI",1,Companiganj,Noakhali,Chittagong
"RAMPUR, SATKANIA, CTG",1,Satkania,Chittagong,Chittagong
"RAMPUR,HALISAHAR,CTG,",1,Halishahar,Chittagong,Chittagong
"RAMPUR,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"RAMPUR,HAZIGONJ,CHAND PUR",1,Unknown,Unknown,Unknown
"RAMPUR,MIRZAGONJ,POTU AKHALI",1,Mirzaganj,Patuakhali,Barisal
"RAMPUR,SATKANIA,CTG",1,Satkania,Chittagong,Chittagong
"RAMPURA,SABUJBAG,HALI SHAHAR,CTG",1,Rampura,Dhaka,Dhaka
"RAMU,COX'SBAZAR",1,Ramu,Cox's Bazar,Chittagong
"RAMZAN ALI HAT,RAOZAN,CTG",1,Raozan,Chittagong,Chittagong
RANGAMATI SADAR. RANGAMATI,1,Rangamati Sadar,Rangamati,Chittagong
RANGAMATI SADAR. RANGAMATI.,1,Rangamati Sadar,Rangamati,Chittagong
"RANGAMATI, CTG.",1,Rangamati Sadar,Rangamati,Chittagong
"RANGAMATI,FATIKCHARI",1,Rangamati Sadar,Rangamati,Chittagong
"RANGAMATI,SHARIFPUR,JA MALPUR",1,Rangamati Sadar,Rangamati,Chittagong
"RANGAMATIA,FATIKCHARI, CTG",1,Fatikchari,Chittagong,Chittagong
"RANGANJ, LAXMIPUR.",1,Ramganj,Lakshmipur,Chittagong
"RANGAPANI,RANGAMATI",1,Rangamati Sadar,Rangamati,Chittagong
"RANGATI,LUXMIPUR",1,Unknown,Unknown,Unknown
"RANGIPARA,N, AGRABAD",1,Unknown,Unknown,Unknown
"RANGIPARA,UTTAR AGRABAD, CTG.",1,Matlab Uttar,Chandpur,Chittagong
"RANIPUR,BETAGI,BORGUN A",1,Unknown,Unknown,Unknown
"RANIPUR,FIROZPUR",1,Unknown,Unknown,Unknown
RANIRDIGIRPAR CTG,1,Unknown,Unknown,Unknown
"RANIRHAT,RANGUNIA,CTG.",1,Rangunia,Chittagong,Chittagong
RAOZAN .CTG,1,Raozan,Chittagong,Chittagong
"RASHID BUILDING,2 NO GOLI,DOUBLE MURING,CTG",1,Double Mooring,Chittagong,Chittagong
"RASHID BUILDING,AGRABAD,CTG",1,Unknown,Unknown,Unknown
"RASHIDPUR,SONAIMURI",1,Sonaimuri,Noakhali,Chittagong
"RASULABAD,NOBINAGAR,C UMILLA",1,Nabinagar,Brahamanbaria,Chittagong
"RASULABAD,SATKANIA,CTG",1,Satkania,Chittagong,Chittagong
"RASULGONJ,LAXMIPUR",1,Unknown,Unknown,Unknown
RASULPUR SATKANIA CTG,1,Satkania,Chittagong,Chittagong
"RASULPUR, BOYRAB, KISHORGANJ",1,Unknown,Unknown,Unknown
"RASULPUR,BEGUMGONJ",1,Begumganj,Noakhali,Chittagong
"RASULPUR,BEGUMGONJ,N OAKHALI",1,Begumganj,Noakhali,Chittagong
"RASULPUR,CHANDINA,CUM ILLA",1,Chandina,Comilla,Chittagong
"RASULPUR,CHARJABBAR,N OAKHALI",1,Unknown,Unknown,Unknown
"RASULPUR,MOTLOB,CHAN DPUR",1,Unknown,Unknown,Unknown
"RATANNAGAR, MURADNAGAR, CUMILLA",1,Muradnagar,Comilla,Chittagong
"RATANPUR,BHOLA",1,Unknown,Unknown,Unknown
"RATIRAMPUR, BEGUMGANJ, NOAKHALI",1,Begumganj,Noakhali,Chittagong
"RATNERKHIL, SADAR, LAXMIPUR",1,Lakshmipur Sadar,Lakshmipur,Chittagong
RAWJAN. CTG.,1,Unknown,Unknown,Unknown
"RAWZAN,CTG,",1,Raozan,Chittagong,Chittagong
"RAYPUR,LAKSHMIPUR",1,Roypur,Lakshmipur,Chittagong
"RAZA MIYA SOWDAGAR BARI,MIDDLE HALISHAHAHR,CTG",1,Halishahar,Chittagong,Chittagong
"RAZA PUKUR LANE,ANDERKILLAH,KOTO WALI,CTG",1,Mitha Pukur,Rangpur,Rangpur
"RAZAKHALI,PEKUA",1,Pekua,Cox's Bazar,Chittagong
"RAZAKHALI,PEKUA,COX'SB AZAR",1,Pekua,Cox's Bazar,Chittagong
"RAZAMEHAR,DEBIDDAR",1,Debidwar,Comilla,Chittagong
"RAZAMEHER,DEBIDDAR,CU MILLA",1,Debidwar,Comilla,Chittagong
"RAZANAGAR,BAUFOL",1,Zianagar,Pirojpur,Barisal
"RAZANAGAR,DAMAIRHAT,R ANGUNIA,CTG",1,Zianagar,Pirojpur,Barisal
"RAZANAGAR,RANGUNIA",1,Rangunia,Chittagong,Chittagong
"RAZANAGAR,THANDACHAR I,RANGUNIA,CTG",1,Rangunia,Chittagong,Chittagong
RAZAPUR  JHALOWKATHI,1,Rajapur,Jhalokati,Barisal
"RAZAPUR, LAKSAM,CUMILLA",1,Laksam,Comilla,Chittagong
"RAZAPUR,BAGERHAT,KHUL NA",1,Bagerhat Sadar,Bagerhat,Khulna
"RAZAPUR,LAKSAM,CUMILL A",1,Laksam,Comilla,Chittagong
"RAZAPUR,LAKSHAM",1,Rajapur,Jhalokati,Barisal
"RAZAPUR,MOTBARIA,PIRO XPUR",1,Rajapur,Jhalokati,Barisal
"RAZAPUR,S. POTENGA,CTG.",1,Unknown,Unknown,Unknown
"RAZARAMPUR, ISHARGANJ,MOIMONSHIHA",1,Ishwarganj,Mymensingh,Mymensingh
"RAZARGAO,HAZIGONJ,CHA NDPUR",1,Unknown,Unknown,Unknown
"RAZIBPUR,KORIGRAM",1,Unknown,Unknown,Unknown
"RAZNGAR,VOIRAB,KISHRG ANJ",1,Unknown,Unknown,Unknown
RAZZAKPUR CHATKHIL NOAKHALI,1,Chatkhil,Noakhali,Chittagong
"RAZZAKPUR, CHATKHIL, NOAKHALI",1,Chatkhil,Noakhali,Chittagong
"REHANIA, BURIRCHAR, HATIA, NOAKHALI",1,Hatiya,Noakhali,Chittagong
"REHANIA,HATIYA,NOAKHAL I",1,Hatiya,Noakhali,Chittagong
"REISA BAZAR, SADAR, BANDARBAN",1,Bandarban Sadar,Bandarban,Chittagong
"REKGHATA, CHANDANISH, CTG",1,Chandanaish,Chittagong,Chittagong
"RELWAY HAWSING, AKBARSHAH, CTG.",1,Singra,Natore,Rajshahi
"RELWAY HOUSING,AKBARSHA,CTG.",1,Singra,Natore,Rajshahi
"RESERVE BAZAR,KOTOWALI,RANGAM ATI",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
REYAJUDDIN BAZAR,1,Chak Bazar,Dhaka,Dhaka
"REYAZ UDDIN BAZAR,KOTOWALI,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"RIJARB BAZAR,KOTOALI, RANGAMATI",1,Rangamati Sadar,Rangamati,Chittagong
"RNO -04,LAKE VELLYR /A,AKBAR SHAH,CTG",1,Shah Ali,Dhaka,Dhaka
"RNO-01,KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"RNO-1,HILLVIEW R/A,PANCHLAISH,CTG",1,Panchlaish,Chittagong,Chittagong
"ROAD - 1, HALISHAHAR, CTG",1,Halishahar,Chittagong,Chittagong
"ROAD NO 4,KHULSHI,CTG.",1,Khulshi,Chittagong,Chittagong
"ROAD- 7, CHANDGAON R/A, CHANDGAON, CTG",1,Chandgaon,Chittagong,Chittagong
"ROAD-1, BLOCK-B, HALISHAHAR, CTG",1,Halishahar,Chittagong,Chittagong
"ROAD-4 HOUSE-60, NASIRABAD H/S, KHULSHI, CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"ROAD-4, KHULSHI R/A,,KHULSHI CTG.",1,Khulshi,Chittagong,Chittagong
"ROHAMOTABAD,MIRSARAI, CTG.",1,Mirsharai,Chittagong,Chittagong
"ROLNAPARA,JOLDI,BANSH KHALI,CTG",1,Banshkhali,Chittagong,Chittagong
"ROMABIA CHARA,COX'SBAZAR",1,Unknown,Unknown,Unknown
"ROMRA, RANGUNIA, CTG",1,Rangunia,Chittagong,Chittagong
"RONGI PARA, AGRABAD,DAUBLEMORING, CTG.",1,Bagati Para,Natore,Rajshahi
"RONGIPARA,HALISHAHAR, CTG",1,Halishahar,Chittagong,Chittagong
RONOKHOLA. CHANDINA. CUMILLA,1,Chandina,Comilla,Chittagong
ROSANGIRI. FATICKCHORI. CTG,1,Fatikchhari,Chittagong,Chittagong
"ROSHIDABAD,POTIYA,CTG.",1,Patiya,Chittagong,Chittagong
"ROUFABAD COLONY,AMIN JUTE MILLS,BAYAZID,CTG",1,Unknown,Unknown,Unknown
"ROUFABAD, BYZID, CTG",1,Unknown,Unknown,Unknown
"ROUFABAD,AMIN JUTE MILL,BAYAZID,CTG",1,Badda,Dhaka,Dhaka
"ROY SHAHEBER BARI,PAHARTOLI",1,Pahartali,Chittagong,Chittagong
"ROYCHARA,KACHUA,CHAN DPUR",1,Kachua,Chandpur,Chittagong
"ROYCHATA,BANSHKHALI,C TG",1,Banshkhali,Chittagong,Chittagong
"ROYCHOTA, BANSHKHALI, CTG",1,Banshkhali,Chittagong,Chittagong
"ROYEL GATE, JORAMTAL, SITAKUNDA, CTG",1,Sitakunda,Chittagong,Chittagong
"ROYKHALI,BOALKHALI,CTG",1,Boalkhali,Chittagong,Chittagong
ROYPUR,1,Joypurhat Sadar,Joypurhat,Rajshahi
ROYPUR  LALMOHAN BHOLA,1,Lalmohan,Bhola,Barisal
ROYPUR DOBASHIRHAT ANOWARA CTG,1,Anowara,Chittagong,Chittagong
"ROYPUR,DAUDKANDI,CUMI LLA",1,Daudkandi,Comilla,Chittagong
"ROYPUR,LAXMIPUR",1,Roypur,Lakshmipur,Chittagong
"ROYPUR,MIRSARAI,CTG",1,Roypur,Lakshmipur,Chittagong
"RUBI GATE,BAYAZID,CTG",1,Unknown,Unknown,Unknown
"RUDRAPUR,MONOHARGAN J,CUMILLA",1,Manoharganj,Comilla,Chittagong
"RUDRAPUR,MONOHOREGO NJ,CUMILLA",1,Unknown,Unknown,Unknown
RUHIYA THAKURGAON,1,Thakurgaon Sadar,Thakurgaon,Rangpur
"RUHULLAHPUR,HATHAZARI ,CTG.",1,Hathazari,Chittagong,Chittagong
"RUMALIACHARA,COX'SBAZ AR",1,Unknown,Unknown,Unknown
"RUOTBARI,BHUAPUR",1,Bhuapur,Tangail,Dhaka
RUPALI H/S POLITECNICAL KHULSHI CTG,1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
RUPATALI KATUALI BARISAL,1,Unknown,Unknown,Unknown
"RUPCHANNAGAR,RAWZAN, CTG.",1,Raozan,Chittagong,Chittagong
"RUPCHARA,L;AXMIPUR",1,Mirpur,Dhaka,Dhaka
"RUPDIA, JASHORE",1,Unknown,Unknown,Unknown
"RUPKANIA,SATKANIA,CTG",1,Satkania,Chittagong,Chittagong
"RUPSHA,KHULNA",1,Rupsa,Khulna,Khulna
"RWFABAD KOLONI,BAIZID,CTG.",1,Unknown,Unknown,Unknown
"S, BHURSHI,POTIYA,CTG",1,Unknown,Unknown,Unknown
"S, JOARA,CHANDONAISH,CTG",1,Unknown,Unknown,Unknown
"S, KARUBCHAR,SHIBCHAR,MA DARIPUR",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S, KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"S, OLI NAGAR,KORERHAT,MIRSAR AI,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S, RAJA NAGAR,RANGUNIA,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S, SARWATOLI,BOALKHALI,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S, TULATOLI,SATKANIA,CTG",1,Unknown,Unknown,Unknown
"S,BURUMCHARA,BANSHKH ALI,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S,DELIPARA,MOSAJIDDA,SI TAKUNDA,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S,DHARMAPUR,FATIKCHARI ,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S,DOSHGORIA,CHATKHIL,N OAKHALI",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S,HALISHAHAR,BANDAR,CTG",1,Unknown,Unknown,Unknown
"S,HALISHAHAR,CTG",1,Halishahar,Chittagong,Chittagong
"S,JALIYAPARA,TECNAF,CO X'SBAZAR",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S,JOLDI,BANSHKHALI,CTG",1,Unknown,Unknown,Unknown
"S,KETRANGA,POURSHURA M,FENI",1,Feni Sadar,Feni,Chittagong
"S,MAGURI,SADAR,LAXMIPU R",1,Unknown,Unknown,Unknown
"S,MIDDLE HALISHAHAR,BANDAR,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S,MOHADEBPUR,SITAKUND A,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S,NISHCHINTAPUR,RANGU NIA,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S,NISHCHINTAPUR,RANGUNIA,CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S,POMRA,RANGUNIA,CTG",1,Unknown,Unknown,Unknown
"S,RAMPUR,SATKANIA,CTG",1,Unknown,Unknown,Unknown
"S,RANGAMATIYA,FATIKCHA RI,CTG",1,Fatikchari,Chittagong,Chittagong
"S,RAZARKUL,RAMU",1,Ramu,Cox's Bazar,Chittagong
"S,SOMURA,PATIYA,CTG",1,Unknown,Unknown,Unknown
"S.  E. PALONG PARA,ALI KODOM,RANGAMATI",1,Rangamati Sadar,Rangamati,Chittagong
S. ALIPUR. DAGONBHUIYAN. FENI,1,Feni Sadar,Feni,Chittagong
"S. BAKOLIA,CTG.",1,Bakalia,Chittagong,Chittagong
"S. BETIARA,CHADDAGRAM,CU MILLA",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S. BORISHOR,HATHAZARI,CTG.",1,Unknown,Unknown,Unknown
"S. CHOKRA,KACHUA,CHANDP UR",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S. CHOPKHALI,BETAGI,BORG UNA",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S. DEMSHA,SATKANIA,CTG.",1,Unknown,Unknown,Unknown
"S. DILALPUR,MURADNAGAR,C UMILLA",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S. ELSHA,BANSHKHALI,CTG.",1,Unknown,Unknown,Unknown
"S. JOLDI, BANSHKHALI, CTG",1,Unknown,Unknown,Unknown
"S. KATTALI,SIDDIK KASHIMER BARI,HALISAHAR,CTG.",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S. MAHMUDABAD,SITAKUND,C TG.",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S. MALIARA,POTIYA,CTG.",1,Unknown,Unknown,Unknown
"S. MITHANALA,MIRSARAI,CTG.",1,Mirsharai,Chittagong,Chittagong
"S. MOGADIA,MIRSARAI,CTG.",1,Mirsharai,Chittagong,Chittagong
"S. RANGUNIA,FATICKCHARI,C TG.",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S. RAWZAN,1 NO WORD,,CTG.",1,Unknown,Unknown,Unknown
"S. SALIMPUR,JAFORABAD,SIT AKUND,CTG.",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S. SARTA,RAWZAN,CTG.",1,Unknown,Unknown,Unknown
"S. SHAH MIRPUR,ANOWARA,CTG.",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S. SHITALPUR,SITAKUND,CTG .",1,Unknown,Unknown,Unknown
"S. SORTA, GOHIRA, RAOZAN, CTG",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S. TALBARIA,MIRSARAI,CTG.",1,Mirsharai,Chittagong,Chittagong
"S. VHUYAN GRAM,MIRSARAI,CTG.",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"S. VURSHI,POTIYA,CTG.",1,Unknown,Unknown,Unknown
"S. WAHEDPUR, MIRSARAI,CTG.",1,Unknown,Unknown,Unknown
"S.A. OFFICE,BOALKHALI,CTG.",1,Boalkhali,Chittagong,Chittagong
"S.KHULSHI,CTG",1,Khulshi,Chittagong,Chittagong
"S.KUL,TAHERPUR, SUNAMGANJ",1,Sunamganj Sadar,Sunamganj,Sylhet
S.RANGAMATI FATIKCHARI CTG,1,Rangamati Sadar,Rangamati,Chittagong
S.SALIMPUR SITAKUNDU CTG,1,Unknown,Unknown,Unknown
"SABANGHATA, KHAJA ROAD, CHANDGAON, CTG",1,Chandgaon,Chittagong,Chittagong
SABARIYA CHATTOGRAM,1,Bogra Sadar,Bogra,Rajshahi
"SABEK RANGUNIA, RANGUNIA, CTG",1,Rangunia,Chittagong,Chittagong
"SABEK RANGUNIA,SWANIRBHAR ,RANGUNIA,CTG",1,Rangunia,Chittagong,Chittagong
"SABUJBAG, HALISHAHAR, CTG",1,Halishahar,Chittagong,Chittagong
"SABUJBAG,PATUAKHALI,PA TUAKHALI",1,Patuakhali Sadar,Patuakhali,Barisal
SACHAR KACHUA CHANDPUR,1,Kachua,Chandpur,Chittagong
"SACHAR,DAUDKANDI,CUMI LLA",1,Daudkandi,Comilla,Chittagong
SADAR BARISHAL,1,Barisal Sadar (Kotwali),Barisal,Barisal
SADAR BHOLA,1,Bhola Sadar,Bhola,Barisal
SADAR CUMILLA,1,Comilla Adarsha Sadar,Comilla,Chittagong
"SADAR GATH,CTG.",1,Barisal Sadar (Kotwali),Barisal,Barisal
SADAR JAMALPUR,1,Jamalpur Sadar,Jamalpur,Mymensingh
SADAR JASSAR,1,Barisal Sadar (Kotwali),Barisal,Barisal
SADAR KHAGRACHARI,1,Khagrachhari Sadar,Khagrachhari,Chittagong
SADAR KUSTIA,1,Kushtia Sadar,Kushtia,Khulna
SADAR NETROKONA,1,Netrokona Sadar,Netrakona,Mymensingh
SADAR NILFAMARI,1,Nilphamari Sadar,Nilphamari,Rangpur
SADAR SATKHIRA,1,Satkhira Sadar,Satkhira,Khulna
SADAR SIRAJGANJ,1,Sirajganj Sadar,Sirajganj,Rajshahi
SADAR SYLHET,1,Sylhet Sadar,Sylhet,Sylhet
SADAR TANGAIL,1,Tangail Sadar,Tangail,Dhaka
"SADAR,",1,Bandarban Sadar,Bandarban,Chittagong
"SADAR, CHANDPUR",1,Chandpur Sadar,Chandpur,Chittagong
"SADAR, LAKKHIPUR",1,Lakshmipur Sadar,Lakshmipur,Chittagong
"SADAR, LAXMIPUR",1,Lakshmipur Sadar,Lakshmipur,Chittagong
"SADAR, RANGPUR",1,Rangpur Sadar,Rangpur,Rangpur
"SADAR, VOLA",1,Barisal Sadar (Kotwali),Barisal,Barisal
"SADAR,BANDARBAN",1,Bandarban Sadar,Bandarban,Chittagong
"SADAR,COX'SBAZAR",1,Cox's Bazar Sadar,Cox's Bazar,Chittagong
"SADAR,DINAZPUR,",1,Dinajpur Sadar,Dinajpur,Rangpur
"SADAR,FENI.",1,Feni Sadar,Feni,Chittagong
"SADAR,GAIBANDAH",1,Gaibandha Sadar,Gaibandha,Rangpur
"SADAR,GAIBANDHA",1,Gaibandha Sadar,Gaibandha,Rangpur
"SADAR,HAZIGANJ",1,Habiganj Sadar,Habiganj,Sylhet
"SADAR,JAMALPUR",1,Jamalpur Sadar,Jamalpur,Mymensingh
"SADAR,JHALAKATHI",1,Jhalokati Sadar,Jhalokati,Barisal
"SADAR,JINAHDAH",1,Barisal Sadar (Kotwali),Barisal,Barisal
"SADAR,JPYPURHAT",1,Joypurhat Sadar,Joypurhat,Rajshahi
"SADAR,KHAGCHARI",1,Feni Sadar,Feni,Chittagong
"SADAR,LAKSHMIPUR",1,Lakshmipur Sadar,Lakshmipur,Chittagong
"SADAR,LASKHMIPUR",1,Lakshmipur Sadar,Lakshmipur,Chittagong
"SADAR,LUXMIPUR",1,Madaripur Sadar,Madaripur,Dhaka
"SADAR,MADARIPUR",1,Madaripur Sadar,Madaripur,Dhaka
"SADAR,MONSIGANJ",1,Munshiganj Sadar,Munshiganj,Dhaka
"SADAR,NARAIL",1,Narail Sadar,Narail,Khulna
